Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating
97,2,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
421,4,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4
138,2,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
436,5,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
395,2,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6
300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
321,3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4
68,5,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4
55,5,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
434,4,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6
9,5,Pelabuhan Marina,Bahari,Jakarta,175000,4.4
166,3,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5
151,5,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
4,3,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
61,3,Tugu Proklamasi,Budaya,Jakarta,0,4.6
321,3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4
159,2,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
397,5,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4
391,2,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
407,3,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5
301,2,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
143,4,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6
27,2,Sea World,Taman Hiburan,Jakarta,115000,4.5
283,4,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
190,2,Pantai Samas,Bahari,Yogyakarta,4000,4.0
346,4,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
67,4,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
381,3,Tugu Muda Semarang,Budaya,Semarang,0,4.7
368,3,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
301,2,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
420,3,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
335,3,Candi Gedong Songo,Budaya,Semarang,10000,4.5
115,3,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3
433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
334,2,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5
348,2,Pura Giri Natha,Budaya,Semarang,20000,4.7
219,2,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
178,3,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5
266,3,Caringin Tilu,Cagar Alam,Bandung,0,4.4
92,2,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7
64,5,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
102,4,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
166,5,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5
257,2,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
243,5,Kampung Korea Bandung,Budaya,Bandung,15000,4.1
346,5,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
116,5,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5
359,2,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3
121,4,Candi Prambanan,Budaya,Yogyakarta,50000,4.7
385,4,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
398,5,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
64,5,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
88,5,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6
119,2,Lava Bantal,Budaya,Yogyakarta,5000,4.4
393,2,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
4,4,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
298,3,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
410,2,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
224,5,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
379,4,Goa Rong,Cagar Alam,Semarang,5000,4.3
382,2,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
255,5,Museum Barli,Budaya,Bandung,15000,4.4
269,3,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
213,3,Gedung Sate,Budaya,Bandung,5000,4.6
228,3,Museum Sri Baduga,Budaya,Bandung,3000,4.5
126,5,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
192,5,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4
376,4,Semarang Chinatown,Budaya,Semarang,30000,4.5
183,5,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
129,4,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
303,4,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7
296,3,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
213,3,Gedung Sate,Budaya,Bandung,5000,4.6
237,5,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3
99,4,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
88,4,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6
148,3,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
13,2,Pulau Pramuka,Bahari,Jakarta,5000,4.2
377,5,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5
183,4,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
247,4,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
31,3,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
298,4,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
290,4,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6
385,5,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
77,5,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4
107,2,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
77,3,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4
158,5,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
301,3,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
290,2,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6
322,5,Bukit Jamur,Cagar Alam,Bandung,0,4.2
306,4,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6
98,5,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
235,4,Gua Belanda,Cagar Alam,Bandung,15000,4.4
45,2,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
173,3,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4
306,2,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6
393,5,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
395,5,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6
89,3,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
143,5,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6
275,3,Curug Cipanas,Cagar Alam,Bandung,20000,3.9
25,5,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0
98,2,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
130,3,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
223,5,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7
368,2,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
164,5,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4
267,4,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
202,3,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5
56,2,Pantai Ancol,Bahari,Jakarta,25000,4.4
30,3,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
238,3,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5
294,4,Taman Film,Budaya,Bandung,0,4.3
402,3,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
196,4,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
406,4,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
55,4,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
30,3,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
246,5,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4
402,3,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
30,2,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
310,4,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
417,4,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
304,4,Situ Cileunca,Cagar Alam,Bandung,2500,4.4
206,3,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4
211,3,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5
28,5,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
264,3,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8
242,3,Curug Dago,Cagar Alam,Bandung,12000,4.0
403,3,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2
253,4,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6
265,4,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
331,4,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
188,4,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
54,3,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2
420,5,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
416,4,Keraton Surabaya,Budaya,Surabaya,0,4.4
378,5,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
233,4,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6
95,5,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
105,2,Candi Donotirto,Budaya,Yogyakarta,0,4.4
233,5,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6
204,2,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
225,5,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
204,2,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
341,5,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3
145,3,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
36,4,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5
168,5,Pantai Timang,Bahari,Yogyakarta,10000,4.7
12,2,Pulau Pari,Bahari,Jakarta,150000,4.0
134,5,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
280,4,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
236,4,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
95,5,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
344,3,Pantai Marina,Bahari,Semarang,3000,4.1
18,5,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
42,3,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
90,5,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
280,5,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
75,4,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
63,5,Museum Kebangkitan Nasional,Budaya,Jakarta,2000,4.7
205,5,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
268,3,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
234,3,Amazing Art World,Budaya,Bandung,75000,4.5
284,3,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3
405,3,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4
230,4,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4
197,3,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6
339,3,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
159,2,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
77,2,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4
23,2,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8
67,5,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
35,4,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
229,2,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
226,2,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
310,3,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
430,3,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
107,3,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
37,5,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5
322,5,Bukit Jamur,Cagar Alam,Bandung,0,4.2
109,2,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
341,4,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3
206,2,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4
97,4,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
41,3,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
355,4,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6
82,2,Museum Satria Mandala,Budaya,Jakarta,5000,4.5
376,4,Semarang Chinatown,Budaya,Semarang,30000,4.5
406,4,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
186,4,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
88,3,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6
378,2,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
151,5,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
149,2,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
6,5,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5
150,2,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7
11,3,Pulau Bidadari,Bahari,Jakarta,5000,4.6
127,3,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
6,2,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5
5,5,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
236,2,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
429,3,House of Sampoerna,Budaya,Surabaya,0,4.6
194,3,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5
27,2,Sea World,Taman Hiburan,Jakarta,115000,4.5
236,3,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
49,5,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8
369,5,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
94,5,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5
226,4,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
274,4,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
72,5,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4
183,5,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
265,4,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
301,5,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
46,4,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
65,2,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
203,5,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3
379,4,Goa Rong,Cagar Alam,Semarang,5000,4.3
139,4,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7
5,5,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
141,2,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
312,5,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
154,5,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5
71,5,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5
302,3,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
75,5,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
30,5,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
52,3,Kampung Cina,Budaya,Jakarta,15000,4.5
27,3,Sea World,Taman Hiburan,Jakarta,115000,4.5
102,5,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
128,2,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5
293,5,Taman Badak,Taman Hiburan,Bandung,0,4.5
82,4,Museum Satria Mandala,Budaya,Jakarta,5000,4.5
402,3,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
98,2,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
398,2,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
65,2,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
398,2,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
371,5,Wisata Eling Bening,Cagar Alam,Semarang,25000,4.3
422,4,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
214,5,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5
20,2,Museum Taman Prasasti,Budaya,Jakarta,2000,4.5
114,5,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
229,2,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
56,5,Pantai Ancol,Bahari,Jakarta,25000,4.4
265,4,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
129,4,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
75,5,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
296,2,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
191,2,Pantai Drini,Bahari,Yogyakarta,10000,4.5
156,3,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5
177,2,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
437,5,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8
406,2,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
290,2,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6
163,4,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
